Date,MSFT_MC,GE_MC,KO_MC,XOM_MC,CSCO_MC,AAPL_MC,NVDA_MC,MSFT,GE,KO,XOM,CSCO,AAPL,NVDA,SPY,QQQ
3/1/2000,600063.75,491647.9614,139235.1429,190125.9059,358227.1875,17999.4376,1437.9395,36.0115,131.1802,14.323,18.181,36.6411,0.845,0.0895,93.5867,80.9095
4/1/2000,579793.5,471982.043,139389.5056,186484.2286,338130,16481.8971,1399.5433,34.795,125.933,14.3389,17.8327,34.5855,0.774,0.0871,89.9269,75.359
5/1/2000,585906.75,471162.6297,140624.4071,196650.5779,337094.0625,16723.0956,1353.4678,35.1619,125.7144,14.466,18.8049,34.4795,0.785,0.0842,90.0878,73.4376
6/1/2000,566280,477461.8692,140778.7698,206816.9272,331500,15275.9046,1265.1564,33.984,127.3951,14.4818,19.7771,33.9073,0.717,0.0787,88.6399,68.3909
7/1/2000,573680.25,495949.8811,150040.5309,206209.981,350975.625,15999.5001,1286.2743,34.4282,132.328,15.4346,19.719,35.8994,0.751,0.08,93.7878,76.8533
10/1/2000,577863,495745.0278,145255.2877,203326.9864,364028.4375,15718.1019,1328.5102,34.6792,132.2734,14.9423,19.4433,37.2345,0.738,0.0826,94.1095,78.9881
11/1/2000,563062.5,496564.441,150194.8936,203933.9326,353047.5,14914.1069,1274.7555,33.791,132.492,15.4505,19.5014,36.1113,0.7,0.0793,92.9834,75.1455
12/1/2000,544722.75,498203.2676,151892.8832,202720.0402,344138.4375,14019.6625,1242.1186,32.6903,132.9293,15.6251,19.3853,35.2,0.658,0.0773,92.0584,73.4889
13/1/2000,555018.75,503939.1605,149577.4429,207423.8734,352011.5625,15557.3029,1293.9536,33.3082,134.4597,15.3869,19.8351,36.0053,0.73,0.0805,93.3052,77.9207
14/1/2000,577863,494925.6145,150812.3444,203326.9864,356569.6875,16150.2492,1349.6281,34.6792,132.0547,15.514,19.4433,36.4716,0.758,0.084,94.572,79.7396
18/1/2000,593628.75,485092.6553,160537.1936,205754.7713,371280,16713.0456,1407.2225,35.6253,129.4311,16.5144,19.6755,37.9762,0.785,0.0875,93.828,80.1666
19/1/2000,550836,487448.4684,161154.6443,207727.3465,372315.9375,17135.143,1393.7838,33.0572,130.0597,16.5779,19.8641,38.0822,0.804,0.0867,94.5921,81.9769
20/1/2000,545688,478306.8891,162698.2712,203175.2498,372523.125,18250.686,1389.9442,32.7483,127.6206,16.7367,19.4288,38.1033,0.857,0.0865,93.1443,81.1742
21/1/2000,534105,472391.7496,165168.0742,206361.7175,382053.75,17898.9382,1374.5857,32.0531,126.0423,16.9907,19.7335,39.0782,0.84,0.0855,92.9432,82.1904
24/1/2000,521235,452725.8311,160228.4682,204540.8788,361542.1875,17084.8933,1313.1517,31.2808,120.7951,16.4826,19.5594,36.9802,0.802,0.0817,90.309,78.2452
25/1/2000,529278.75,453954.951,162698.2712,204085.6692,371694.375,18049.6873,1301.6328,31.7635,121.1231,16.7367,19.5159,38.0186,0.847,0.081,91.3345,79.4151
26/1/2000,511582.5,463583.057,155751.9503,202720.0402,355326.5625,17718.0394,1247.8781,30.7015,123.692,16.0221,19.3853,36.3444,0.832,0.0776,90.6106,76.2129
27/1/2000,508365,464607.3235,146953.2772,196650.5779,353461.875,17687.8896,1182.6045,30.5084,123.9653,15.117,18.8049,36.1537,0.83,0.0736,90.2486,77.3315
28/1/2000,505791,439205.5122,140624.4071,191491.5349,344345.625,16341.198,1148.0478,30.3539,117.1877,14.466,18.3116,35.2212,0.767,0.0714,87.4334,73.4376
31/1/2000,503860.5,439205.5122,141859.3086,201202.6746,362992.5,16682.8958,1138.4488,30.2381,117.1877,14.593,19.2402,37.1285,0.783,0.0708,89.8062,76.5886
1/2/2000,529922.25,445760.8184,143557.2981,201961.3574,390548.4375,16162.7059,1165.3262,31.8021,118.9367,14.7677,19.3127,39.9471,0.757,0.0725,90.691,78.638
2/2/2000,518982.75,439410.3655,139235.1429,203478.7229,377495.625,15930.9464,1197.963,31.1456,117.2423,14.323,19.4578,38.612,0.746,0.0745,90.7715,79.3126
3/2/2000,533461.5,456413.1909,136456.6146,199988.7821,390548.4375,16656.4544,1217.1611,32.0145,121.779,14.0372,19.1241,39.9471,0.78,0.0757,92.1389,82.4038
4/2/2000,548583.75,463992.7636,138926.4175,196347.1048,401529.375,17412.1919,1245.9583,32.922,123.8013,14.2913,18.7759,41.0702,0.815,0.0775,91.7568,82.9674
7/2/2000,548905.5,447399.6449,140470.0444,196043.6317,414996.5625,18389.6124,1169.1658,32.9414,119.374,14.4501,18.7468,42.4477,0.861,0.0727,91.616,84.1117
8/2/2000,565958.25,449243.3248,141241.8578,191643.2715,417068.4375,18520.6069,1224.8403,33.9647,119.8659,14.5295,18.3261,42.6596,0.867,0.0762,92.8628,87.6384
9/2/2000,535392,439410.3655,140778.7698,185118.5995,427013.4375,18157.8529,1255.5573,32.1304,117.2423,14.4818,17.8014,43.6769,0.85,0.0781,90.9122,84.5387
10/2/2000,545688,443917.1385,140006.9563,184208.1802,450632.8125,18298.9239,1512.8122,32.7483,118.4448,14.4024,17.7138,46.0928,0.857,0.0941,91.0932,87.3139
11/2/2000,501686.25,438386.0989,137228.428,179352.6104,434057.8125,17533.1099,1535.85,30.8753,116.969,14.1166,17.2469,44.3974,0.821,0.0955,89.2432,85.2901
14/2/2000,500117.5,440434.6321,133986.8116,185573.8092,432607.5,18671.7544,1781.5859,30.7787,117.5156,13.7831,17.8451,44.249,0.874,0.1108,89.766,85.1791
15/2/2000,494783.75,450677.298,137537.1534,192553.6908,424320,19185.6559,1712.4727,30.4505,120.2485,14.1484,18.5163,43.4014,0.898,0.1065,90.7916,85.7939
16/2/2000,490077.5,444634.1251,132288.822,194222.793,421574.7656,18399.6889,1791.185,30.1608,118.6361,13.6085,18.6768,43.1206,0.861,0.1114,89.4443,85.3926
17/2/2000,500117.5,429372.553,129201.5683,189063.75,432607.5,18520.6069,1854.5388,30.7787,114.5641,13.2909,18.1807,44.249,0.867,0.1154,88.9818,87.2114
18/2/2000,477213.75,410116.3412,126886.128,182083.8684,417068.4375,17936.1699,2069.5578,29.3692,109.4262,13.0527,17.5095,42.6596,0.84,0.1288,87.0714,84.0605
22/2/2000,470938.75,424865.78,127812.3041,183146.0243,410852.8125,18349.3064,2011.9634,28.983,113.3616,13.148,17.6117,42.0239,0.859,0.1252,86.8502,84.3252
23/2/2000,473135,427733.7264,126577.4026,181173.4491,459541.875,18742.2899,2023.4823,29.1182,114.1268,13.0209,17.422,47.004,0.878,0.1259,87.8758,89.0218
24/2/2000,475645,429372.553,123027.0609,176773.0889,454983.75,18573.5085,2004.2842,29.2726,114.5641,12.6557,16.9988,46.5378,0.87,0.1247,86.1062,90.9431
25/2/2000,458388.75,413393.9942,120248.5325,172524.4653,440066.25,17795.0989,1879.4964,28.2106,110.3007,12.3699,16.5903,45.012,0.833,0.1169,85.7945,88.8595
28/2/2000,459643.75,424251.22,121792.1594,178442.191,432814.6875,18258.6179,1866.0577,28.2879,113.1976,12.5287,17.1593,44.2702,0.855,0.1161,87.5943,88.8083
29/2/2000,448662.5,433879.326,120094.1698,182842.5512,438201.5625,18480.3009,1965.8879,27.612,115.7665,12.354,17.5825,44.8212,0.865,0.1223,88.4388,91.1566
1/3/2000,455878.75,430601.6729,125959.9519,184663.3899,436544.0625,21009.5024,1908.2936,28.0561,114.892,12.9574,17.7576,44.6517,0.984,0.1187,89.0823,91.908
2/3/2000,468742.5,443136.2377,122563.9728,186939.4382,440066.25,19669.3279,1779.6661,28.8478,118.2364,12.6081,17.9765,45.012,0.921,0.1107,89.1426,89.7818
3/3/2000,482547.5,456822.8975,123798.8743,183752.9705,455605.3125,20636.6719,1808.4633,29.6974,121.8883,12.7351,17.67,46.6014,0.966,0.1125,90.8117,94.837
6/3/2000,454937.5,450472.4447,121020.3459,177076.562,451254.375,20263.8414,1796.9444,27.9982,120.5485,12.4493,17.028,46.1563,0.949,0.1118,89.9269,95.5885
7/3/2000,466232.5,425890.0466,116389.4654,194222.793,437787.1875,19810.3989,2559.11,28.6934,113.9702,11.9729,18.6768,44.7788,0.928,0.1592,88.1875,94.1453
8/3/2000,479723.75,427119.1665,117315.6415,193312.3736,438823.125,19669.3279,2580.2279,29.5236,114.2991,12.0682,18.5893,44.8848,0.921,0.1605,88.0769,94.9992
9/3/2000,502000,422817.2468,115546.129,195284.9489,461820.9375,19709.6339,3080.819,30.8946,113.1479,11.8776,18.779,47.2371,0.923,0.1917,90.6508,98.2015
10/3/2000,507020,431625.9395,112456.6603,187015.3065,452083.125,20273.9179,3624.6059,31.2035,115.5051,11.5601,17.9837,46.2411,0.949,0.2255,90.1682,97.7745
13/3/2000,491960,424251.22,108131.4041,184208.1802,451461.5625,19558.4864,4641.6751,30.2767,113.5316,11.1571,17.7138,46.1775,0.916,0.2852,89.1829,95.2127
14/3/2000,477527.5,416261.9407,107050.0901,187546.3845,453878.75,18419.8419,3424.8875,29.3885,111.3936,11.0456,18.0348,44.6729,0.862,0.2104,87.916,91.6946
15/3/2000,478782.5,437771.539,117554.2836,188760.2769,443113.125,18742.2899,3284.9375,29.4657,117.1497,12.1294,18.1515,43.6133,0.878,0.2018,89.9671,87.8519
16/3/2000,478782.5,455593.7776,122960.8538,193615.8467,453609.6094,19598.7924,2928.7453,29.4657,121.919,12.6872,18.6185,44.6464,0.918,0.18,94.1699,92.8644
17/3/2000,498862.5,459467.4171,121416.1195,187242.9113,465075,20152.9999,3106.1125,30.7015,122.6865,12.5279,18.0056,45.7749,0.944,0.1909,94.7921,94.6235
20/3/2000,488822.5,462957.5628,120025.8586,181780.3953,462060.625,19830.5519,3104.1688,30.0836,123.6184,12.3844,17.4804,45.4782,0.928,0.1907,94.3083,91.9571
21/3/2000,515805,494368.8741,122188.4866,186939.4382,485260.5469,21755.1634,2950.6125,31.7442,132.0058,12.6076,17.9765,47.7616,1.019,0.1813,96.2437,95.4262
22/3/2000,518315,495600.6903,116318.4961,181932.1319,497371.875,23246.4854,2971.9938,31.8987,132.3348,12.0019,17.4949,48.9537,1.088,0.1826,96.8283,97.3475
23/3/2000,561612.5,525574.8828,116164.0227,262513.5,536128.125,22782.9664,3024.475,34.5633,140.3384,11.9859,17.6263,52.7683,1.067,0.1858,98.4814,99.0554
24/3/2000,560671.25,522495.3425,116164.0227,268598.25,546893.75,22359.7534,2898.1313,34.5054,139.5161,11.9859,18.0348,53.8279,1.047,0.1781,99.066,100.3897
27/3/2000,522393.75,518799.8941,111838.7665,266017.6641,551630.625,22500.8244,2707.6438,32.1497,138.5294,11.5397,17.8615,54.2941,1.054,0.1664,98.0177,100.5498
28/3/2000,523648.75,512435.5107,110911.9259,274683,536558.75,22430.2889,2505.4938,32.2269,136.83,11.444,18.4434,52.8106,1.05,0.154,97.4532,97.988
29/3/2000,538081.25,535429.4119,115855.0758,279898.5,524070.625,21916.3874,2340.275,33.1151,142.9698,11.9541,18.7936,51.5815,1.026,0.1438,97.554,93.9318
30/3/2000,518942.5,521468.829,120025.8586,273379.125,507276.25,20273.9179,2326.6688,31.9373,139.242,12.3844,18.3558,49.9285,0.949,0.143,95.9211,91.5835
31/3/2000,533375,511203.6946,116009.5493,271206,532683.125,21896.2344,2627.4641,32.8255,136.5011,11.97,18.2099,52.4292,1.025,0.1614,97.0097,93.5049
3/4/2000,456192.5,528859.7258,121879.5398,279898.5,502539.375,21493.1744,2421.9125,28.0755,141.2156,12.5757,18.7936,49.4623,1.006,0.1488,97.5742,87.901
4/4/2000,444583.75,505865.8247,129448.7381,286852.5,503831.25,20525.8304,2332.5,27.361,135.0757,13.3567,19.2605,49.5894,0.961,0.1433,94.0261,87.0471
5/4/2000,433602.5,503607.4951,117708.757,277290.75,496941.25,21019.5789,2851.4813,26.6852,134.4727,12.1453,18.6185,48.9113,0.984,0.1752,96.2437,85.4993
6/4/2000,431720,515309.7484,113074.554,284244.75,494788.125,20183.2294,2983.6563,26.5693,137.5975,11.6672,19.0854,48.6994,0.945,0.1833,97.0803,87.5274
7/4/2000,447093.75,521674.1317,114155.8681,276638.8125,516319.375,21241.2619,3189.6938,27.5155,139.2969,11.7787,18.5747,50.8186,0.995,0.196,97.6952,91.0498
10/4/2000,432033.75,523727.1586,111220.8728,272075.25,499955.625,20152.9999,2907.85,26.5887,139.8451,11.4759,18.2683,49.208,0.944,0.1787,97.3121,85.4993
11/4/2000,421052.5,530912.7527,116627.443,275986.875,482300,19256.1914,2734.8563,25.9128,141.7637,12.0338,18.5309,47.4702,0.902,0.168,97.0299,83.4712
12/4/2000,398462.5,514899.143,119871.3851,277942.6875,447850,17613.7219,2451.0688,24.5226,137.4878,12.3685,18.6622,44.0795,0.825,0.1506,94.3688,78.8814
13/4/2000,397835,494368.8741,116781.9164,278160,421151.25,18349.3064,2346.1063,24.484,132.0058,12.0497,18.6768,41.4517,0.859,0.1442,93.0584,75.1455
14/4/2000,372107.5,478765.8698,116164.0227,273813.75,392730,18036.9349,2139.5828,22.9006,127.8395,11.9859,18.385,38.6543,0.845,0.1315,87.7361,68.6343
17/4/2000,380892.5,499296.1387,119871.3851,262513.5,458185,19971.6229,2248.9188,23.4413,133.3215,12.3685,17.6263,45.0967,0.935,0.1382,90.8005,76.5331
18/4/2000,404423.75,514077.9323,120180.332,264903.9375,477132.5,20455.2949,2647.3875,24.8895,137.2685,12.4003,17.7868,46.9616,0.958,0.1627,93.1995,78.5612
19/4/2000,395011.25,510793.0892,121570.5929,269250.1875,455601.25,19528.2569,2521.0438,24.3102,136.3914,12.5438,18.0786,44.8424,0.914,0.1549,92.3326,76.1595
20/4/2000,396266.25,520647.6183,122188.4866,274683,448711.25,19165.5029,2507.4375,24.3874,139.0228,12.6076,18.4434,44.1643,0.897,0.1541,92.7761,74.505
24/4/2000,334457.5,532349.8715,122651.907,277725.375,437084.375,19427.4919,2383.0375,20.5835,142.1475,12.6554,18.6477,43.0199,0.91,0.1464,91.7681,72.3702
25/4/2000,348262.5,545283.9409,124814.535,281637,454740,20687.0544,2643.5,21.4331,145.6011,12.8785,18.9103,44.7577,0.969,0.1624,95.5784,77.2536
26/4/2000,341360,536250.6226,122188.4866,278594.625,459907.5,19558.4864,2616.2875,21.0083,143.1891,12.6076,18.706,45.2663,0.916,0.1608,94.4998,74.6118
27/4/2000,350458.75,530502.1473,119253.4914,280550.4375,475410,20435.1419,2830.1,21.5683,141.6541,12.3047,18.8373,46.7921,0.957,0.1739,94.1873,77.9207
28/4/2000,350145,516541.5645,116781.9164,270119.4375,477670.7813,20001.8524,2771.7875,21.549,137.9264,12.0497,18.137,47.0146,0.937,0.1703,93.6027,80.9095
1/5/2000,368656.25,523521.8559,114310.3415,271206,492204.375,20042.1584,2861.2,22.6882,139.7902,11.7947,18.2099,48.4451,0.938,0.1758,94.8728,81.6567
2/5/2000,350772.5,529065.0285,114310.3415,272075.25,468520,19004.2789,2750.4063,21.5876,141.2704,11.7947,18.2683,46.1139,0.89,0.169,92.9777,76.9601
3/5/2000,354223.75,512640.8134,119871.3851,269467.5,455170.625,18550.8364,2705.7,21.8,136.8848,12.3685,18.0932,44.8,0.869,0.1663,90.8005,76.1061
4/5/2000,353596.25,505865.8247,119871.3851,276421.5,438376.25,17845.4814,2738.7438,21.7614,135.0757,12.3685,18.5601,43.1471,0.836,0.1683,91.4859,76.2662
5/5/2000,357047.5,519005.1968,116318.4961,278160,466797.5,18238.4649,2865.0875,21.9738,138.5842,12.0019,18.6768,45.9444,0.854,0.176,92.5947,78.0808
8/5/2000,350458.75,516746.88,119871.3851,279681.1875,432347.5,17754.7929,2760.125,21.5683,137.9812,12.3685,18.779,42.5537,0.831,0.1696,91.8992,75.0387
9/5/2000,340418.75,513667.3396,124814.535,276204.1875,432347.5,16999.0554,2721.25,20.9504,137.1589,12.8785,18.5455,42.5537,0.796,0.1672,91.1633,73.4376
10/5/2000,332261.25,498885.5457,130530.0521,283375.5,403065,16011.5584,2453.0125,20.4484,133.2119,13.4682,19.027,39.6716,0.75,0.1507,89.107,68.1006
11/5/2000,340732.5,501965.0861,132507.6228,288373.6875,415122.5,16725.5367,2557.975,20.9697,134.0342,13.6595,19.4677,40.8583,0.776,0.1572,91.1432,72.1567
12/5/2000,360715.125,514899.1558,129260.6448,285533.919,412969.375,17508.4342,2480.225,21.2593,137.4878,13.3248,19.2532,40.6464,0.812,0.1524,92.131,72.2635
15/5/2000,363663.75,533651.3086,128023.7009,291109.1598,413400,16430.6793,2651.275,21.4331,142.0927,13.1973,19.6291,40.6888,0.762,0.1629,93.7237,75.4123
16/5/2000,364319,536121.9165,121065.891,289803.7375,417275.625,17193.2417,2923.4,21.4717,142.7505,12.48,19.5411,41.0702,0.798,0.1796,94.6309,77.5471
17/5/2000,356199.09,530534.9575,119423.2145,283276.6263,402382.5615,16498.1424,3447.0032,20.9118,141.1059,12.3047,19.101,39.3325,0.765,0.2112,93.643,75.946
18/5/2000,348305.4814,525588.2446,122362.3869,283521.393,384171.2818,16396.4276,3213.0437,20.4484,139.7902,12.6076,19.1175,37.5524,0.761,0.1968,92.4939,73.2241
19/5/2000,342385.2749,513221.4624,123909.3197,284582.0486,370729.623,15297.9076,3185.7484,20.1008,136.5011,12.7669,19.189,36.2384,0.71,0.1952,91.0424,69.7551
22/5/2000,337780.6698,494671.2891,125456.2526,290021.3079,383304.078,14636.7613,3392.4127,19.8305,131.5673,12.9263,19.5558,37.4676,0.679,0.2078,90.3569,69.7017
23/5/2000,332518.2641,494671.2891,123754.6265,288933.4561,350675.5352,13965.4436,3365.1174,19.5215,131.5673,12.751,19.4824,34.2782,0.648,0.2061,89.0264,63.8843
24/5/2000,345016.4778,502091.3584,130406.4376,288715.8857,382436.8742,14270.588,3322.2248,20.2553,133.5408,13.4364,19.4677,37.3828,0.662,0.2035,90.4779,67.8871
25/5/2000,323637.9543,502091.3584,130406.4376,283494.1967,378100.8552,14201.9305,3275.4329,19.0002,133.5408,13.4364,19.1156,36.959,0.659,0.2007,88.9256,66.3927
26/5/2000,323309.054,490342.9153,135047.2361,286757.7523,381136.0685,14056.9869,3292.005,18.9809,130.4161,13.9145,19.3357,37.2557,0.652,0.2017,89.0264,66.3927
30/5/2000,333504.9651,507038.0713,133345.61,290674.019,415390.6185,14250.2451,3427.5066,19.5794,134.8565,13.7392,19.5998,40.604,0.661,0.21,91.9294,73.064
31/5/2000,329229.2605,520641.5317,132108.0638,290021.3079,395011.3293,13670.4706,3560.0836,19.3284,138.4746,13.6117,19.5558,38.612,0.634,0.2181,92.131,70.9826
1/6/2000,339754.072,518168.1753,131798.6772,288715.8857,422761.8507,14504.5321,3659.5164,19.9463,137.8167,13.5798,19.4677,41.3245,0.673,0.2242,93.7438,74.6118
2/6/2000,348963.2821,521878.21,130097.0511,275661.6633,446609.9551,15063.9636,4104.0395,20.487,138.8035,13.4045,18.5875,43.6557,0.699,0.2514,95.3768,79.9488
5/6/2000,351923.3853,510129.7668,128704.8115,276096.804,438805.121,14860.5339,4192.2617,20.6608,135.6788,13.261,18.6168,42.8928,0.689,0.2568,94.9131,80.1489
6/6/2000,366395.0012,506419.7322,128240.7317,286540.1819,425363.4621,15114.821,3983.1604,21.5104,134.692,13.2132,19.321,41.5788,0.701,0.244,94.4897,77.9207
7/6/2000,370999.6062,508274.7495,131179.9041,282406.3448,436203.5096,15714.9383,3805.7411,21.7807,135.1854,13.5161,19.0423,42.6384,0.729,0.2331,95.1449,80.0022
8/6/2000,362119.2965,503328.0366,130715.8242,278707.6485,441840.3343,15430.1369,3834.986,21.2593,133.8697,13.4682,18.7929,43.1894,0.716,0.2349,94.772,79.6286
9/6/2000,362119.2965,493434.6108,129478.2779,275661.6633,446609.9551,15582.7091,3944.1671,21.2593,131.2384,13.3407,18.5875,43.6557,0.723,0.2416,94.5704,80.0555
12/6/2000,351923.3853,493434.6108,130251.7444,281100.9226,428041.25,14840.191,3838.8854,20.6608,131.2384,13.4204,18.9543,42.1298,0.688,0.2352,93.4616,77.4938
13/6/2000,357185.7911,506419.7322,132108.0638,282623.9152,447850,15379.2795,3959.7644,20.9697,134.692,13.6558,19.057,44.0795,0.713,0.2426,95.2155,80.4825
14/6/2000,370999.6062,504564.7148,131179.9041,287628.0338,457867.3874,14718.1332,4086.1524,21.7807,134.1986,13.5599,19.3944,44.2067,0.683,0.2423,95.3768,78.6679
15/6/2000,380866.617,513221.4624,138295.7951,286975.3227,467086.1938,15033.4491,4192.8878,22.36,136.5011,14.2954,19.3504,45.0967,0.697,0.2487,95.5784,80.0555
16/6/2000,381853.3181,505801.3931,137367.6354,293720.0043,476305.0003,14840.191,4825.2445,22.4179,134.5275,14.1995,19.8052,45.9868,0.688,0.2862,94.7933,80.4825
19/6/2000,387773.5246,497144.6455,134737.8496,292632.1524,484206.8344,15725.1098,5127.3258,22.7655,132.2251,13.9276,19.7318,46.7497,0.729,0.3041,96.0058,83.6847
20/6/2000,394351.5318,504564.7148,131025.2108,289803.7375,471476.1017,16477.7994,5058.854,23.1516,134.1986,13.5439,19.5411,45.5206,0.764,0.3,95.6622,83.3645
21/6/2000,424610.3649,489106.2371,132417.4503,292251.4043,473671.0556,18105.2364,5572.3921,24.9281,130.0872,13.6878,19.7061,45.7325,0.84,0.3305,95.6218,84.4319
22/6/2000,420334.6602,482304.5068,138914.5682,287845.6042,453477.4796,17494.9475,5268.297,24.6771,128.2781,14.3594,19.409,43.7828,0.811,0.3124,94.1669,81.3364
23/6/2000,408823.1476,493434.6108,143245.9801,289368.5968,439868.7653,16823.6298,4770.8699,24.0012,131.2384,14.8071,19.5117,42.4689,0.78,0.2829,93.3586,78.1342
26/6/2000,418361.2581,494052.95,146030.4592,290184.4857,441185.7376,17617.0053,5346.8381,24.5612,131.4028,15.0949,19.5668,42.5961,0.817,0.3171,94.5609,80.269
27/6/2000,414743.3541,487251.2197,143245.9801,285669.9005,437234.8206,16843.9728,4591.628,24.3488,129.5938,14.8071,19.2623,42.2146,0.781,0.2723,93.8638,79.3084
28/6/2000,415401.1548,500043.4193,148631.3174,285887.4708,446453.627,17718.7201,4414.4072,24.3874,132.9961,15.3638,19.277,43.1047,0.822,0.2618,94.1265,80.269
29/6/2000,406191.9447,492197.9326,146185.1525,282678.3078,429771.9772,16681.2291,3778.0237,23.8468,130.9094,15.1109,19.0606,41.4941,0.774,0.2241,93.2374,78.2543
30/6/2000,420992.4609,524351.5664,142163.1272,273268.3892,446453.627,17047.4024,4096.2155,24.7157,139.4613,14.6952,18.4261,43.1047,0.791,0.2429,93.9446,79.7887
3/7/2000,420992.4609,514458.1406,144019.4465,276912.6929,453916.4703,17352.5468,3939.1335,24.7157,136.83,14.8871,18.6719,43.8252,0.805,0.2336,95.2379,81.3364
5/7/2000,413098.8523,494052.95,145411.6861,267829.1298,434600.8759,16803.2868,3516.2204,24.2523,131.7491,15.031,18.0594,41.9603,0.779,0.2085,93.5203,78.1876
6/7/2000,425925.9663,496526.3064,145875.7659,272180.5373,454794.4519,16864.3157,3729.6908,25.0053,132.4086,15.0789,18.3528,43.91,0.782,0.2212,94.2477,80.269
7/7/2000,431517.2725,507656.4104,145411.6861,273322.7818,459184.3597,17718.7201,3749.8295,25.3336,135.3767,15.031,18.4298,44.3338,0.822,0.2224,95.7633,81.9235
10/7/2000,418032.3577,518786.5144,142472.5137,271962.9669,443380.6915,18593.4675,3943.1612,24.5419,138.3448,14.7272,18.3381,42.808,0.862,0.2339,95.6016,80.6826
11/7/2000,416387.8559,516931.4971,139069.2615,280448.2115,436356.839,18532.4386,4261.353,24.4453,137.8501,14.3754,18.9103,42.1298,0.86,0.2527,95.8037,81.123
12/7/2000,422636.9627,531771.6357,138914.5682,273649.1373,448648.5809,19163.0705,4382.1853,24.8122,141.8075,14.3594,18.4518,43.3166,0.889,0.2599,96.4301,83.0443
13/7/2000,420663.5606,519404.8535,143400.6734,271527.8262,458306.3782,18390.0379,4793.0151,24.6964,138.5097,14.8231,18.3088,44.249,0.853,0.2843,96.8545,84.1117
14/7/2000,415401.1548,509511.4277,142627.207,270004.8336,479377.9358,18776.5542,4756.7654,24.3874,135.8714,14.7431,18.2061,46.2835,0.871,0.2821,97.8042,85.9263
17/7/2000,411454.3505,531153.2966,141931.0872,274138.6707,489035.733,18979.9838,4704.4048,24.1557,141.6426,14.6712,18.4848,47.2159,0.88,0.279,97.6426,86.887
18/7/2000,413098.8523,516931.4971,144019.4465,272180.5373,472354.0833,18634.1534,4611.7667,24.2523,137.8501,14.8871,18.3528,45.6053,0.864,0.2735,96.8444,84.9656
19/7/2000,384813.3856,521878.21,149743.098,273921.1003,469281.1478,17149.1172,4317.7414,22.5917,139.1692,15.4787,18.4701,45.3086,0.795,0.2561,96.0664,83.0443
20/7/2000,393693.6945,537336.6877,149743.098,271962.9669,488157.7515,17942.4927,4434.5459,23.113,143.2915,15.4787,18.3381,47.1312,0.832,0.263,97.4001,85.7128
21/7/2000,380537.6813,535481.6704,150632.5844,268481.8409,478499.9542,17433.9187,4490.9344,22.3407,142.7969,15.5707,18.1034,46.1987,0.809,0.2663,95.5006,82.8308
24/7/2000,371328.4721,534244.9922,146649.2324,268916.9817,464013.2584,15847.1676,4108.2987,21.8,142.4671,15.1589,18.1327,44.8,0.735,0.2436,94.955,81.123
25/7/2000,363105.9639,529916.6184,146649.2324,262389.8705,478499.9542,16294.7128,3955.2444,21.3173,141.3128,15.1589,17.6926,46.1987,0.756,0.2346,95.2581,81.7634
26/7/2000,356856.8576,515694.8188,145566.3794,265218.2853,481572.8897,16294.7128,3661.2191,20.9504,137.5203,15.047,17.8833,46.4954,0.756,0.2171,94.3286,81.6567
27/7/2000,365079.3658,519685.5542,149588.4047,280230.6411,477621.9727,16925.3446,3399.4158,21.4331,138.5097,15.4627,18.8956,46.1139,0.785,0.2016,94.0052,78.4544
28/7/2000,366723.8675,504218.7222,155271.5809,278490.0781,441185.7376,15725.1098,3479.9707,21.5297,134.3873,16.0384,18.7782,42.5961,0.729,0.2064,91.8834,74.1848
31/7/2000,367381.6682,511642.8016,151865.8234,279142.7892,459623.3505,16538.8283,3866.6341,21.5683,136.366,15.6866,18.8222,44.3762,0.767,0.2293,92.4695,76.373
1/8/2000,361461.4622,522160.2473,156045.6167,278490.0781,443819.6823,16025.038,3790.1069,21.2207,139.1692,16.1183,18.7782,42.8504,0.744,0.2248,93.0353,75.359
2/8/2000,365079.3658,514736.168,155890.8095,288498.3153,428016.0141,15354.7893,3866.6341,21.4331,137.1905,16.1023,19.4531,41.3245,0.713,0.2293,93.5,74.0247
3/8/2000,369683.9705,523397.5939,156045.6167,283494.1967,452160.5072,15598.5161,4035.7993,21.7034,139.499,16.1183,19.1156,43.6557,0.725,0.2393,94.1467,77.2269
4/8/2000,363763.7645,528346.9801,153878.3165,284418.8708,460501.3321,15395.4104,4108.2987,21.3559,140.8181,15.8945,19.178,44.461,0.715,0.2436,94.6519,76.9601
7/8/2000,368368.3691,520922.9008,152020.6306,281590.4559,465330.2307,15578.2055,4430.5182,21.6262,138.8394,15.7026,18.9873,44.9272,0.724,0.2628,95.7835,78.7747
8/8/2000,390075.7909,532059.0198,150936.9804,281264.1004,460062.3413,15192.3048,4333.8523,22.9006,141.8075,15.5906,18.9653,44.4186,0.706,0.257,96.1472,80.3758
9/8/2000,390733.5916,553712.5845,148150.4516,282188.7745,476305.0003,15436.0316,4204.9645,22.9392,147.5787,15.3028,19.0276,45.9868,0.717,0.2494,95.3389,78.241
10/8/2000,382182.183,564230.0303,151091.7876,281971.2041,445136.6547,15456.3421,4253.2975,22.4372,150.3819,15.6066,19.1167,42.9775,0.718,0.2522,94.8742,76.6932
