Date,MSFT_MC,GE_MC,KO_MC,XOM_MC,CSCO_MC,AAPL_MC,NVDA_MC,MSFT,GE,KO,XOM,CSCO,AAPL,NVDA,SPY,QQQ
12/12/2003,288152.3182,302330.3052,121031.1456,251568.9806,166301.4098,7660.9185,3379.679,16.6124,84.9807,13.3772,19.443,16.3365,0.315,0.1593,73.1815,30.0923
15/12/2003,289125.4405,304539.2945,122060.7806,249850.4326,165542.0426,7396.8754,3311.5665,16.6685,85.6016,13.491,19.3102,16.2619,0.305,0.1561,72.816,29.6995
16/12/2003,292585.4308,307752.3698,124242.6263,254278.9985,164092.3417,7378.5391,3356.9749,16.868,86.5047,13.7321,19.6524,16.1195,0.304,0.1582,73.195,29.7593
17/12/2003,292369.1814,308555.6386,122992.3552,256989.0164,162159.4071,7290.5247,3292.1058,16.8556,86.7305,13.5939,19.8619,15.9297,0.3,0.1552,73.4251,29.8106
18/12/2003,296261.6705,309760.5418,122428.5074,260492.2103,166853.6768,7349.2009,3366.7052,17.08,87.0692,13.5316,20.1326,16.3908,0.303,0.1587,74.2507,30.3656
19/12/2003,295829.1717,310162.1763,122820.7493,261748.0723,164230.4084,7224.5139,3416.9788,17.055,87.1821,13.575,20.2297,16.1331,0.297,0.1611,74.0437,30.2802
22/12/2003,293882.9272,311266.6709,122967.8401,260888.7983,165542.0426,7299.5395,3421.8439,16.9428,87.4925,13.5912,20.1633,16.2619,0.3,0.1613,74.5604,30.3741
23/12/2003,293558.5531,312270.7569,122992.3552,262739.5422,165265.9091,7284.8301,3561.3125,16.9241,87.7748,13.5939,20.3063,16.2348,0.299,0.1679,74.608,30.6047
24/12/2003,292369.1814,310262.5849,122330.4469,263268.3262,164782.6754,7505.4711,3535.3648,16.8556,87.2103,13.5208,20.3472,16.1874,0.308,0.1666,74.5332,30.6676
26/12/2003,294207.3013,308455.23,122477.5377,264722.4822,163954.2749,7641.533,3687.9693,16.9615,86.7023,13.537,20.4596,16.106,0.314,0.1738,74.5876,30.6248
29/12/2003,296910.4187,309559.7246,122967.8401,268225.6761,168441.4445,7777.5949,3843.493,17.1174,87.5829,13.5912,20.7303,16.5468,0.319,0.1812,75.5803,31.1289
30/12/2003,297559.1669,308455.23,123850.3844,268886.6561,166508.5099,7825.4005,3851.6016,17.1548,87.2704,13.6888,20.7814,16.3569,0.321,0.1815,75.5939,31.2314
31/12/2003,295937.2964,311065.8537,124414.2321,271001.792,167267.8771,7858.4966,3762.4066,17.0613,88.009,13.7511,20.9449,16.4315,0.323,0.1773,75.6619,31.1459
2/1/2004,296802.294,312471.5741,123433.6273,268556.1661,167405.9438,7825.4005,3742.9459,17.1111,88.4067,13.6427,20.7559,16.445,0.321,0.1764,75.6279,31.0605
5/1/2004,304262.8981,317090.3699,123580.718,274835.4759,170995.6796,8152.6846,3864.5754,17.5412,89.7135,13.6589,21.2412,16.7977,0.335,0.1822,76.4506,31.6841
6/1/2004,305344.1451,314981.7892,123065.9005,272984.7319,172997.6475,8123.2658,4021.8829,17.6036,89.117,13.602,21.0981,16.9943,0.334,0.1896,76.5254,31.8977
7/1/2004,305019.771,318094.4559,122281.4167,271001.792,176449.3165,8307.1333,4057.5609,17.5849,89.9976,13.5153,20.9449,17.3334,0.341,0.1913,76.7838,32.1881
8/1/2004,304479.1475,323817.7463,122869.7796,270340.812,181833.92,8590.2893,4072.1565,17.5537,91.6169,13.5804,20.8938,17.8624,0.353,0.1919,77.0898,32.4435
9/1/2004,299072.9126,319299.3592,121570.4782,266308.8341,182800.3873,8457.9047,4130.5386,17.242,90.3385,13.4368,20.5822,17.9573,0.347,0.1947,76.4166,32.2308
12/1/2004,298099.7904,322211.2087,122600.1133,270076.42,186597.2232,8726.3512,4177.5687,17.1859,91.1624,13.5506,20.8734,18.3303,0.358,0.1969,76.981,32.7434
13/1/2004,296586.0446,317454.8466,121864.6597,268886.6561,185630.7559,8869.7678,3961.879,17.0987,89.7988,13.4693,20.7814,18.2354,0.364,0.1867,76.5322,32.4179
14/1/2004,299505.4114,321371.5625,122085.2958,268886.6561,189151.4582,8899.1866,3932.688,17.267,90.9067,13.4937,20.7814,18.5812,0.365,0.1854,77.1713,32.5298
15/1/2004,297775.4163,321371.5625,121913.6899,266242.7361,187494.6571,8402.7444,3938.6883,17.1672,90.9067,13.4747,20.5771,18.4185,0.345,0.1856,77.3617,32.6152
16/1/2004,300694.7831,334929.3927,122281.4167,267696.8921,201094.2328,8354.9389,3999.1788,17.3355,94.7418,13.5153,20.6895,19.7544,0.343,0.1885,77.6677,32.9484
20/1/2004,303830.3993,335029.8213,122403.9923,270208.616,199230.3315,8358.6162,4111.0779,17.5163,94.7702,13.5289,20.8836,19.5713,0.343,0.1938,77.6473,32.9228
21/1/2004,305992.8933,339950.8229,122036.2655,273844.0059,197435.4637,8314.488,3921.3359,17.641,96.1622,13.4882,21.1645,19.395,0.341,0.1848,78.2592,32.7861
22/1/2004,302857.277,336636.679,120933.0851,272852.5359,194812.1953,8156.362,3830.5191,17.4602,95.2247,13.3663,21.0879,19.1373,0.335,0.1805,78.0552,32.5896
23/1/2004,307939.1378,333523.3923,122673.6586,271266.184,188668.2246,8296.1013,3744.5676,17.7532,94.3441,13.5587,20.9653,18.5337,0.341,0.1765,77.8037,32.47
26/1/2004,311399.1281,342863.2524,123041.3854,274637.1819,194674.1285,8461.582,3892.1448,17.9527,96.9861,13.5993,21.2258,19.1237,0.347,0.1835,78.7828,32.9655
27/1/2004,305452.2698,343365.3954,122551.083,272257.654,189841.792,8483.6461,3669.9682,17.6098,97.1281,13.5451,21.0419,18.649,0.348,0.173,77.9737,32.2394
28/1/2004,299613.5361,339046.9655,121080.1758,269745.93,184871.3887,8281.3919,3660.2378,17.2732,95.9065,13.3826,20.8478,18.1608,0.34,0.1725,77.083,31.6927
29/1/2004,301776.0301,341758.5378,121570.4782,274108.3979,179210.6516,8340.2295,3553.2038,17.3979,96.6736,13.4368,21.185,17.6047,0.342,0.1675,77.1578,31.8123
30/1/2004,298964.7879,337741.3936,120712.4491,269613.734,177484.8172,8296.1013,3608.3426,17.2358,95.5372,13.3419,20.8376,17.4351,0.341,0.1701,77.1578,31.667
2/2/2004,296261.6705,337741.3936,121619.5085,268952.7541,180867.4527,8207.8449,3666.7247,17.08,95.5372,13.4422,20.7865,17.7674,0.337,0.1728,77.4909,31.5816
3/2/2004,295072.2988,333523.3923,122158.8411,267102.0101,182317.1537,8185.7808,3653.7509,17.0114,94.3441,13.5018,20.6435,17.9098,0.336,0.1722,77.3617,31.5474
4/2/2004,292044.8073,333222.1065,121962.7202,266705.4221,166232.3764,8012.9453,3554.8256,16.8369,94.2589,13.4801,20.6128,16.3298,0.329,0.1676,76.7294,31.0349
5/2/2004,291504.1838,336636.679,123507.1727,266903.7161,164437.5086,8244.6184,3608.3426,16.8057,95.2247,13.6508,20.6282,16.1534,0.338,0.1701,76.9538,31.1545
6/2/2004,292312.151,333222.1065,125002.595,267762.9901,170788.5794,8351.2615,3691.0506,16.8805,94.2589,13.8161,20.6946,16.7773,0.343,0.174,77.8173,31.7191
9/2/2004,290369.1604,330309.677,128459.2269,269217.146,170305.3458,8335.4489,3665.103,16.7683,93.435,14.1982,20.9361,16.7299,0.342,0.1728,77.8377,31.7097
10/2/2004,291664.4875,326392.9614,127895.3791,271596.674,171064.7129,8450.55,3799.7063,16.8431,92.3271,14.1358,21.1212,16.8045,0.347,0.1791,78.0892,31.761
11/2/2004,293067.7585,332217.8204,126988.3197,277082.8078,167336.9105,8752.0927,3932.688,16.9241,93.9748,14.0356,21.5478,16.4383,0.359,0.1854,78.9188,32.1027
12/2/2004,290908.88,330008.3912,126350.9266,277016.7098,166025.2763,8773.6975,3814.3019,16.7995,93.3498,13.9651,21.5427,16.3094,0.358,0.1798,78.6332,31.8208
13/2/2004,287022.8987,328602.3907,125370.3218,277016.7098,166094.3096,8503.7945,3778.6239,16.575,92.9521,13.8567,21.5427,16.3162,0.347,0.1781,78.2796,31.556
17/2/2004,291340.6557,331916.5346,125370.3218,279131.8458,166664.4362,8562.9513,3820.7888,16.8244,93.8896,13.8567,21.7072,16.445,0.35,0.1801,78.9867,31.9831
18/2/2004,288965.8893,328903.6765,125615.473,276289.6318,165564.7828,8599.9243,3820.7888,16.6872,93.0373,13.8838,21.4862,16.3365,0.351,0.1801,78.64,32.0771
19/2/2004,285619.6276,327397.2475,125027.1101,277281.1018,162746.9513,8307.8375,3819.1671,16.494,92.6112,13.8188,21.5633,16.0585,0.339,0.18,78.3476,31.5901
20/2/2004,286807.0108,328401.5335,124880.0194,277809.8858,159379.299,8281.9563,3914.849,16.5626,92.8953,13.8026,21.6044,15.7262,0.338,0.1845,78.1096,31.4876
23/2/2004,287238.7865,335632.3929,123409.1122,281445.2757,156355.2847,8204.313,3778.6239,16.5875,94.9407,13.64,21.8871,15.4278,0.335,0.1781,77.9125,31.1374
24/2/2004,290153.2725,334226.3925,122036.2655,279660.6297,158417.1126,8267.1671,3627.8033,16.7558,94.5429,13.4882,21.7483,15.6313,0.338,0.171,77.7765,31.0605
25/2/2004,288210.2818,331113.1058,121717.569,281907.9617,162059.6753,8433.5457,3648.8857,16.6436,93.6623,13.453,21.9231,15.9907,0.344,0.172,78.1028,31.2484
26/2/2004,286051.4033,328100.2477,122158.8411,279660.6297,160478.9405,8518.5837,3673.2116,16.5189,93.3765,13.5018,21.7483,15.8347,0.348,0.1731,78.1504,31.3253
27/2/2004,286375.2351,326593.8186,122165.3852,278735.2578,159173.1162,8843.9462,3608.3426,16.5376,92.9477,13.537,21.6763,15.7059,0.361,0.1701,78.2048,31.2399
1/3/2004,288210.2818,329305.3909,121333.9955,281048.6877,161716.0373,8880.9193,3661.8595,16.6436,93.7194,13.4449,21.8562,15.9568,0.363,0.1726,78.9799,31.6499
2/3/2004,284864.0201,327455.9858,120502.6058,277875.9838,158279.6574,8803.2759,3593.747,16.4504,92.862,13.3528,21.6095,15.6177,0.359,0.1694,78.5176,31.2826
3/3/2004,284648.1323,331084.2749,120160.2688,276950.6118,156011.6467,8843.9462,3546.7169,16.4379,93.8909,13.3148,21.5376,15.3939,0.361,0.1672,78.6604,31.1118
4/3/2004,284648.1323,331588.2083,119402.2609,275959.1418,159379.299,9302.4117,3624.5598,16.4379,94.0338,13.2308,21.4605,15.7262,0.38,0.1708,78.8644,31.4022
5/3/2004,284432.2444,330277.9813,122507.7467,280850.3937,157317.471,9886.5854,3598.6122,16.4254,93.6623,13.575,21.8408,15.5228,0.404,0.1696,79.1295,31.2912
8/3/2004,278819.1603,320804.0325,121920.8832,281313.0797,153674.9084,9612.985,3473.7392,16.1013,90.9756,13.5099,21.8768,15.1634,0.393,0.1637,78.164,30.5565
9/3/2004,277631.7771,318082.7919,122703.3678,282767.2356,152025.446,10019.6883,3449.4133,16.0327,90.2039,13.5966,21.9899,15.0006,0.409,0.1626,77.8513,30.4625
10/3/2004,273853.7397,313446.6042,122018.6938,280453.8057,152643.9944,10234.1318,3399.1398,15.8145,88.8891,13.5208,21.81,15.0616,0.418,0.1602,76.5458,30.061
11/3/2004,270831.3098,306593.1093,117812.839,273315.2219,153537.4532,10059.6102,3373.1921,15.64,86.9456,13.1204,21.2548,15.1498,0.41,0.159,75.5531,29.7877
12/3/2004,273961.6836,308407.2697,118473.0604,277809.8858,158966.9334,10211.5233,3444.5481,15.8208,87.46,13.194,21.6044,15.6855,0.416,0.1624,76.5458,30.3344
15/3/2004,271586.8436,305383.669,116663.5647,273973.3292,156561.4675,9800.2464,3366.7052,15.6836,86.6026,12.9925,21.4759,15.4482,0.399,0.1587,75.6075,29.8048
16/3/2004,271802.7313,307399.4028,117763.9337,275874.9905,158891.333,9566.819,3511.0389,15.6961,87.1742,13.115,21.6249,15.6781,0.39,0.1655,76.0087,29.856
17/3/2004,271263.0119,310019.8568,119524.5241,276989.7694,161509.8545,9703.9113,3596.9905,15.6649,87.9174,13.3111,21.7123,15.9364,0.395,0.1695,76.8586,30.3259
18/3/2004,268672.3583,309616.71,119915.7664,278432.4244,159241.8438,9511.2411,3637.5336,15.5153,87.803,13.3546,21.8254,15.7126,0.388,0.1715,76.879,30.1892
19/3/2004,265865.817,303771.082,119279.9976,272137.2024,154637.0947,9581.6398,3595.3687,15.3533,86.1453,13.2838,21.3319,15.2583,0.39,0.1695,75.7769,29.6852
22/3/2004,264462.5464,296413.6537,117984.0075,268464.9895,153606.1808,9581.6398,3567.7994,15.2722,84.0588,13.1395,21.0441,15.1566,0.39,0.1682,74.8148,29.3093
23/3/2004,260684.51,294297.1332,117690.5758,267284.6354,153674.9084,9370.4436,3582.3949,15.0541,83.4586,13.1068,20.9516,15.1634,0.382,0.1689,74.6852,29.0701
24/3/2004,263491.0513,294095.5598,118570.871,262956.6703,155805.4639,9448.2527,3742.9459,15.2161,83.4014,13.2049,20.6123,15.3736,0.385,0.1764,74.7466,29.4033
25/3/2004,271910.6752,299336.4677,119231.0924,263940.2987,162059.6753,9955.8647,3960.2573,15.7023,84.8877,13.2784,20.6894,15.9907,0.406,0.1867,75.7359,30.1917
26/3/2004,270183.5729,303367.9353,119279.9976,267153.485,160822.5785,10018.8531,3948.9052,15.6026,86.031,13.2838,20.9413,15.8686,0.408,0.1861,75.7564,30.0867
29/3/2004,273206.002,307197.8295,120796.0616,269448.618,163915.3204,10341.2052,4202.5036,15.7771,87.1171,13.4527,21.1212,16.1738,0.421,0.1942,76.8208,30.5736
30/3/2004,272018.6191,309314.3499,122825.631,272465.0785,164465.1412,10344.9104,4328.2478,15.7086,87.7173,13.6787,21.3576,16.228,0.422,0.2,77.0801,30.6761
31/3/2004,269104.1339,307600.9762,122996.7995,272727.3795,161990.9477,10018.8531,4367.9565,15.5403,87.2314,13.6978,21.3782,15.9839,0.408,0.2018,77.1688,30.6163
1/4/2004,270723.2924,308608.8431,123681.4736,272268.3529,163159.3168,10044.7895,4290.1936,15.6338,87.5172,13.774,21.3422,16.0992,0.409,0.1982,77.6327,30.8897
2/4/2004,279034.9724,313043.4574,124537.3161,274825.7868,167901.5211,10189.2921,4351.4112,16.1138,88.7748,13.8693,21.5427,16.5671,0.415,0.201,78.2195,31.6927
5/4/2004,280125.2058,318284.3653,123681.4736,277055.3446,170513.1698,10493.1183,4506.9369,16.1767,90.2611,13.774,21.7175,16.8248,0.428,0.2082,78.6494,31.9916
6/4/2004,278495.2529,317679.6452,124390.6002,276661.8932,169413.5282,10311.5637,4324.9387,16.0826,90.0896,13.853,21.6866,16.7163,0.42,0.1998,78.3969,31.5901
7/4/2004,276228.4311,316470.2049,124904.1058,274760.2116,166595.6967,10118.8934,4301.7753,15.9517,89.7466,13.9102,21.5376,16.4383,0.412,0.1987,78.2127,31.556
8/4/2004,275041.0482,316571.0222,125295.3481,278366.8492,165977.1483,10200.4077,4424.2104,15.8831,89.7752,13.9538,21.8203,16.3772,0.416,0.2044,78.0353,31.556
12/4/2004,276444.3189,318687.5429,124341.695,282694.8143,165839.6931,10389.3728,4341.484,15.9642,90.3754,13.8475,22.1595,16.3637,0.423,0.2006,78.3423,31.7525
13/4/2004,274717.2166,312438.7676,124439.5055,280793.1327,162334.5857,9978.0959,4240.5577,15.8644,88.6033,13.8584,22.0105,16.0178,0.407,0.1959,77.2438,31.2912
14/4/2004,275364.8799,307197.8592,125173.0849,283940.7437,159860.3921,9870.6452,4262.0666,15.9018,87.1171,13.9401,22.2572,15.7737,0.402,0.1969,77.3666,31.4449
15/4/2004,272180.535,310019.8868,125197.5375,286432.6024,156836.3779,10856.2276,4038.7052,15.7179,87.9174,13.9429,22.4525,15.4753,0.442,0.1866,77.0733,30.8811
16/4/2004,271586.8436,314756.8617,126982.5805,287612.9566,154499.6395,10811.7653,3906.3429,15.6836,89.2607,14.1417,22.545,15.2447,0.441,0.1805,77.6669,30.8299
19/4/2004,275580.7677,313446.6346,129599.0134,286760.4786,157111.2882,10504.2339,3901.3793,15.9143,88.8891,14.433,22.4782,15.5024,0.428,0.1802,77.6669,31.2057
20/4/2004,273421.8898,307097.0725,127838.4231,280202.9556,151956.7184,10274.5117,3735.9264,15.7896,87.0885,14.237,21.9642,14.9938,0.419,0.1726,76.3637,30.4796
21/4/2004,274717.2166,309415.1666,127471.6079,281645.6107,153743.636,10274.5117,3740.89,15.8644,87.7459,14.1961,22.0773,15.1701,0.419,0.1728,76.8754,30.7444
22/4/2004,280114.4114,310926.9671,125833.2811,283940.7437,159104.3886,10293.0377,3762.3989,16.1761,88.1746,14.0137,22.2572,15.6991,0.419,0.1738,77.9534,31.5389
23/4/2004,297277.4909,309314.3799,124830.7229,281776.7611,160272.7577,10263.3961,3845.1253,17.1672,87.7173,13.902,22.0876,15.8144,0.418,0.1776,78.0285,31.7866
26/4/2004,294039.174,309919.1001,123950.4279,282039.062,159035.661,10052.1999,3694.5632,16.9802,87.8888,13.804,22.1081,15.6923,0.41,0.1707,77.9193,31.556
27/4/2004,293823.2862,307903.3661,123999.3332,286891.629,157661.109,9981.8011,3663.1271,16.9678,87.3171,13.8094,22.4885,15.5567,0.407,0.1692,77.9875,31.4962
28/4/2004,286698.9891,302561.6711,122776.7012,282760.3896,153743.636,9800.2464,3648.2364,16.5563,85.8023,13.6733,22.1647,15.1701,0.399,0.1685,76.9777,30.9238
29/4/2004,285835.4379,302864.0312,122904.3601,278957.0263,150582.1665,9918.8128,3547.3101,16.5065,85.888,13.7413,21.8665,14.8582,0.404,0.1639,76.3022,30.4455
30/4/2004,282057.4015,301856.1642,123172.2848,279022.6015,143709.4067,9551.9982,3395.0934,16.2883,85.6022,13.7713,21.8717,14.18,0.389,0.1569,75.7086,29.7023
3/5/2004,284440.1443,305383.6986,123294.0687,286432.6024,145152.6863,9659.449,3352.0757,16.4254,86.6026,13.7849,22.4525,14.3224,0.394,0.1549,76.5206,29.9842
4/5/2004,284224.199,310872.9887,122441.5811,285383.3988,146870.8762,9685.3853,3565.5099,16.413,87.0027,13.6896,22.3703,14.492,0.395,0.1647,76.4592,30.1123
5/5/2004,283900.3583,311383.7104,124438.8378,288465.4345,146114.8726,9874.3504,3595.2914,16.3943,87.1456,13.9129,22.6119,14.4174,0.402,0.1661,76.9504,30.3515
6/5/2004,281957.314,311179.4574,124390.1242,287416.2309,147764.335,9848.414,3625.073,16.2821,87.0885,13.9075,22.5296,14.5801,0.401,0.1675,76.2886,30.1208
7/5/2004,278287.1193,306379.5117,123586.3502,282856.9851,149070.1593,10135.7281,3653.1999,16.0701,85.7451,13.8176,22.2315,14.709,0.403,0.1688,75.0263,29.8731
10/5/2004,279906.3228,306685.8912,121613.4502,275008.93,148589.0661,9987.5116,3510.9105,16.1636,85.8309,13.597,21.6147,14.6615,0.397,0.1622,74.2553,29.6177
11/5/2004,280014.2697,308932.6743,121905.7317,278605.9553,152918.9048,10314.348,3596.946,16.1699,86.4597,13.6297,22.0389,15.0888,0.41,0.1662,74.8831,30.061
12/5/2004,280014.2697,310464.5719,121589.0934,281221.9736,150925.8045,10375.1547,3547.3101,16.1699,86.8884,13.5943,22.2458,14.8921,0.412,0.1639,75.3607,30.1208
13/5/2004,281741.4202,309953.9394,120834.033,279456.1612,149551.2525,10333.3501,3558.8918,16.2696,86.7455,13.5099,22.1061,14.7565,0.41,0.1644,75.0468,29.9073
14/5/2004,279150.6945,308013.5358,121783.9478,282987.786,145977.4174,10283.9446,3558.8918,16.12,86.2024,13.6161,22.3855,14.4038,0.409,0.1644,75.0809,29.6852
17/5/2004,275696.3936,306073.1322,121321.1688,281548.9759,143846.8619,10124.3268,3502.6378,15.9205,85.6594,13.5643,22.2717,14.1936,0.402,0.1618,74.4396,29.4033
18/5/2004,278826.8538,310770.9514,122027.5156,279194.5594,144327.9551,10283.9446,3558.8918,16.1013,86.9742,13.6433,22.0854,14.2411,0.409,0.1644,74.8148,29.6681
19/5/2004,276559.9688,308932.6743,120225.1132,278605.9553,146802.1486,10059.7196,3550.6192,15.9704,86.4597,13.4418,22.0389,14.4852,0.4,0.164,74.5555,29.6339
20/5/2004,277747.3848,308728.4213,120882.7465,279456.1612,147901.7902,10150.9298,3509.4406,16.039,86.4025,13.5153,22.1061,14.5937,0.403,0.1617,74.7944,29.7706
21/5/2004,279474.5352,313017.7345,120273.8268,278605.9553,148726.5213,10302.9467,3517.7372,16.1387,87.603,13.4472,22.0389,14.6751,0.409,0.1621,74.924,29.915
24/5/2004,278071.2255,314345.379,121369.8823,279913.9645,148795.2489,10390.3564,3506.122,16.0577,87.9745,13.5698,22.1424,14.6819,0.413,0.1615,75.2379,30.1208
25/5/2004,281741.4202,318736.8187,122733.8625,286584.8113,152815.8134,10797.0017,3658.7785,16.2696,89.2035,13.7223,22.67,15.0786,0.429,0.1685,76.3159,30.7188
26/5/2004,282173.2078,319553.8307,122319.7971,284818.9989,153606.1808,10835.0059,3733.4475,16.2945,89.4322,13.676,22.5304,15.1566,0.43,0.172,76.582,30.9153
27/5/2004,282712.9424,319247.4512,124999.044,283641.7906,152403.9679,10705.7915,3745.0627,16.3257,89.3464,13.9755,22.4372,15.2854,0.425,0.1725,77.0118,31.1118
28/5/2004,283144.73,317817.6802,125072.1143,282856.9851,151254.5147,10663.9869,3891.0819,16.3506,88.9463,13.9837,22.3752,15.1701,0.424,0.1792,77.005,31.2228
1/6/2004,281849.3671,317000.6681,124390.1242,285800.0058,150375.5211,10663.9869,3887.7633,16.2758,88.7176,13.9075,22.608,15.082,0.424,0.1791,76.9027,31.1801
2/6/2004,282065.2609,317613.4271,126509.1649,286323.2094,151524.9743,10990.8232,3857.8957,16.2883,88.8891,14.1444,22.6493,15.1973,0.437,0.1777,77.1892,31.1118
3/6/2004,279474.5352,316592.1621,126095.0995,284818.9989,151119.2849,10793.2012,3672.053,16.1387,88.6033,14.0981,22.5304,15.1566,0.429,0.1692,76.4796,30.7359
4/6/2004,280122.2167,318941.0717,127312.939,283641.7906,154026.7253,10937.6173,3635.5482,16.1761,89.2607,14.2342,22.4372,15.4482,0.435,0.1675,77.0869,30.9153
7/6/2004,285303.6681,323536.7644,128384.6377,287762.0195,161531.9784,11329.0609,3723.4916,16.4753,90.5469,14.3541,22.7632,16.2009,0.45,0.1715,78.2605,31.6499
8/6/2004,287138.7654,321392.1078,128141.0698,287042.6145,160517.755,11534.2837,3657.1192,16.5813,89.9467,14.3268,22.7063,16.0992,0.458,0.1685,78.3696,31.6944
9/6/2004,285735.4557,318430.4392,126070.7427,284164.9943,159300.6869,11477.2774,3486.2103,16.5002,89.1178,14.0954,22.4786,15.9771,0.456,0.1606,77.6396,31.2476
10/6/2004,288973.8628,321596.3608,125754.1045,287631.2186,161058.6741,11682.5002,3451.3648,16.6872,90.0038,14.06,22.7528,16.1534,0.464,0.159,78.0217,31.4706
14/6/2004,290377.1726,322413.3728,125145.1847,286781.0126,157644.122,11446.874,3343.5096,16.7683,90.2325,14.06,22.6856,15.811,0.455,0.154,77.2507,31.0263
15/6/2004,295828.4912,324864.4089,124779.8329,288285.2232,159841.6061,11663.4981,3393.2889,17.0831,90.9184,14.0189,22.8046,16.0314,0.463,0.1563,77.7965,31.4278
16/6/2004,294910.9425,327928.204,124682.4057,292536.253,161464.3635,12442.5848,3340.191,17.0301,91.7759,14.008,23.1408,16.1941,0.494,0.1539,77.7829,31.3766
17/6/2004,299757.7585,330481.3666,124438.8378,292797.8549,157948.3891,12469.1878,3273.8186,17.31,92.4904,13.9806,23.1615,15.8415,0.495,0.1508,77.6669,31.0861
18/6/2004,306029.4737,332728.1497,125169.5415,294171.2645,158354.0784,12507.192,3278.7966,17.6721,93.1192,14.0627,23.2702,15.8822,0.497,0.151,77.8132,31.1289
21/6/2004,306029.4737,332932.4027,124633.6921,292536.253,154635.2593,12286.7675,3220.7207,17.6721,93.1764,14.0025,23.1408,15.5092,0.488,0.1484,77.5188,30.8811
22/6/2004,305381.7923,335485.5653,124268.3403,293648.0608,157001.7806,12541.3958,3311.9828,17.6347,93.8909,13.9614,23.2288,15.7466,0.498,0.1526,77.9091,31.3339
23/6/2004,305489.7392,341306.7761,124950.3304,297310.4865,162072.8975,12807.4254,3368.3993,17.641,95.5201,14.0381,23.5185,16.2552,0.509,0.1552,78.5802,31.7097
24/6/2004,306461.2613,339774.8785,124317.0539,296067.8778,160112.0656,12609.8034,3338.5317,17.6971,95.6638,13.9669,23.4202,16.0585,0.501,0.1538,78.3337,31.6499
25/6/2004,308404.3056,328643.0896,122027.5156,289397.031,158421.6933,12807.4254,3360.1027,17.8093,92.5297,13.7097,22.8925,15.889,0.509,0.1548,77.9571,31.8891
28/6/2004,305273.8454,341010.9728,122733.8625,290247.237,157542.6997,12347.5742,3331.8945,17.6285,92.9035,13.789,22.9598,15.8008,0.491,0.1535,77.69,31.6252
29/6/2004,307648.6772,341222.0597,123099.2144,291489.8457,160314.9103,12351.3747,3446.3869,17.7657,92.961,13.8301,23.0581,16.0788,0.491,0.1588,78.0118,31.9233
30/6/2004,308296.3587,341960.8641,122953.0737,290443.4383,160247.2954,12366.5764,3396.6076,17.8031,93.1622,13.8137,22.9753,16.0721,0.491,0.1565,78.4296,32.2394
1/7/2004,309051.987,337844.6685,122660.7922,291620.6466,156258.0167,12275.3662,3240.6324,17.8467,92.0408,13.7808,23.0684,15.672,0.488,0.1493,77.3407,31.6414
2/7/2004,308404.3056,334256.1903,123074.8576,292470.8526,155176.1785,11811.7146,3195.8311,17.8093,91.0632,13.8274,23.1357,15.5635,0.469,0.1472,77.2997,31.4535
6/7/2004,302467.2258,335944.8859,123391.4959,294956.07,151254.5147,11762.3091,3008.329,17.4664,91.5233,13.8629,23.3322,15.1701,0.467,0.1386,76.6217,30.7786
7/7/2004,303330.8011,337950.212,122806.9329,296721.8824,151592.5892,11549.4854,3023.2628,17.5163,92.0696,13.7973,23.4719,15.204,0.459,0.1393,76.8477,30.835
8/7/2004,298365.2435,334572.8207,123147.928,296394.8801,149902.2168,11454.4748,2930.3415,17.2296,91.1495,13.8356,23.4461,15.0345,0.455,0.135,76.2999,30.4967
9/7/2004,300740.0754,339533.4269,124268.3403,297245.0861,151186.8998,11412.6702,2804.2339,17.3667,92.5009,13.9614,23.5133,15.1634,0.453,0.1292,76.5121,30.5394
12/7/2004,301063.9161,344071.7973,123805.5613,297179.6856,150713.5956,11074.4325,2739.5208,17.3854,93.7373,13.9094,23.5081,15.1159,0.44,0.1262,76.5464,30.4113
13/7/2004,297933.4559,346604.8412,123391.4959,295675.4751,149699.3614,11104.8359,2734.5429,17.2046,94.4274,13.8629,23.3892,15.0142,0.441,0.126,76.6012,30.3686
14/7/2004,303654.6418,349665.6026,124609.3353,297310.4865,149428.9018,11241.6512,2613.4132,17.535,95.2613,13.9998,23.5185,14.987,0.447,0.1204,76.3683,30.061
15/7/2004,300848.0223,352198.6465,123829.9181,296394.8801,149631.7465,12514.7929,2595.1608,17.3729,95.9514,13.9122,23.4461,15.0074,0.497,0.1196,75.8753,29.9585
16/7/2004,296638.093,349243.4286,123196.6415,299730.3035,145574.8532,12237.362,2518.8326,17.1298,95.1462,13.841,23.7099,14.6005,0.486,0.116,75.8136,29.6168
19/7/2004,301711.5975,350721.0375,122612.0786,300188.1067,144425.4001,12149.9522,2547.0408,17.4228,95.5488,13.7754,23.7461,14.4852,0.483,0.1173,75.4918,29.557
20/7/2004,305705.633,350509.9505,121978.8021,300188.1067,147941.3743,12237.362,2598.4795,17.6534,95.4913,13.7042,23.7461,14.8378,0.486,0.1197,76.4505,30.2661
21/7/2004,311534.7658,344071.7973,119835.4046,295413.8732,143140.7173,12016.9374,2440.845,17.9901,93.7373,13.4634,23.3685,14.3564,0.477,0.1124,75.0398,29.3862
